,gpuName,G3Dmark,G2Dmark,price,gpuValue,TDP,powerPerformance,testDate,Desktop,"Desktop, Mobile",Mobile,"Mobile, Workstation",Unknown,Workstation
561,GeForce GTX 460 v2,2005,459,199.99,10.02,160.0,12.53,2011,1,0,0,0,0,0
562,Ryzen 5 5500U with Radeon Graphics,2001,563,580.9885999999997,2.9708000000000014,80.97,31.488600000000023,2021,0,0,0,0,1,0
563,Intel Iris Pro 580,1993,371,435.5415999999998,3.7005000000000052,52.67,39.095,2016,0,0,0,0,1,0
564,Quadro 5000,1982,376,2368.9,0.84,152.0,13.04,2010,0,0,0,0,0,1
565,Radeon R7 + R7 350 Dual,1982,552,432.17810000000003,4.015700000000006,66.76,35.39610000000002,2016,0,0,0,0,1,0
566,Quadro M520,1981,234,465.51140000000015,3.6938000000000044,25.0,79.25,2017,0,0,0,1,0,0
567,Radeon HD 6850,1979,425,85.0,23.29,127.0,15.59,2012,1,0,0,0,0,0
568,Ryzen 5 PRO 4650GE with Radeon Graphics,1977,649,401.1962,4.640900000000006,93.0,31.130200000000027,2020,0,0,0,0,1,0
569,GeForce GTX 460 SE,1974,359,159.99,12.34,150.0,13.16,2012,1,0,0,0,0,0
570,Intel Iris Xe MAX,1973,315,1347.473000000001,1.2651000000000001,68.47,28.731199999999987,2022,0,0,0,0,1,0
571,GeForce GTX 765M,1972,277,186.3,10.59,65.0,30.34,2013,0,0,1,0,0,0
572,Radeon HD 5850,1966,404,288.99,6.8,151.0,13.02,2012,1,0,0,0,0,0
573,Radeon R7 450,1966,573,299.0,6.58,65.0,30.25,2016,1,0,0,0,0,0
574,Radeon R9 M275X,1963,434,267.91300000000024,7.2085,52.44,40.7843,2021,0,0,0,0,1,0
575,Radeon R7 + HD 7700 Dual,1962,498,304.2489000000004,6.917800000000004,66.82,33.10449999999999,2014,0,0,0,0,1,0
576,Intel UHD ReleaseInternal,1959,293,807.2919999999999,1.8126,66.38,30.757099999999973,2022,0,0,0,0,1,0
577,Radeon 550,1959,501,99.99,19.59,70.53,40.70720000000001,2022,0,0,0,0,1,0
578,Radeon HD 7660D + HD 7700 Dual,1958,495,332.18860000000035,5.861500000000001,58.44,33.7959,2015,0,0,0,0,1,0
579,GeForce GTX 470M,1953,413,948.1077,1.7931000000000017,50.0,39.07,2010,0,0,1,0,0,0
580,Ryzen 5 4600U with Radeon Graphics,1951,577,477.4602,3.401700000000003,72.41,31.9568,2020,0,0,0,0,1,0
581,Quadro K4000M,1949,351,254.0,7.67,100.0,19.49,2012,0,0,0,0,0,1
582,FirePro M6100,1945,338,273.75490000000025,6.9952,71.11,28.702000000000012,2013,0,0,0,0,0,1
583,GeForce 945M,1945,256,453.4551000000002,3.633300000000004,49.25,36.64569999999999,2015,0,0,0,0,1,0
584,Ryzen 5 4600H with Radeon Graphics,1939,573,484.6040000000001,3.2651000000000026,73.31,30.40370000000002,2020,0,0,0,0,1,0
585,Radeon Pro WX 4150,1935,413,612.03,3.16,50.0,38.7,2017,0,0,1,0,0,0
586,GeForce GTX 675M,1934,326,244.0251000000001,7.509899999999995,100.0,19.34,2012,0,0,1,0,0,0
587,Radeon R9 M385X,1929,285,875.1095000000001,1.7705999999999995,75.0,25.72,2019,0,0,1,0,0,0
588,Radeon RX 570X,1923,750,279.99,6.87,120.0,16.03,2020,1,0,0,0,0,0
589,Radeon HD 7560D + 7700 Dual,1919,518,294.1014000000002,6.718800000000003,64.89,33.6189,2014,0,0,0,0,1,0
590,GeForce GTX 570M,1910,350,226.9308000000001,7.932599999999993,75.0,25.46,2011,0,0,1,0,0,0
591,GeForce GTX 670MX,1906,335,193.5582,9.4855,75.0,25.41,2012,0,0,1,0,0,0
592,Matrox C680 PCIe x16,1904,700,319.1439000000004,5.837900000000002,121.23,24.752200000000002,2014,0,0,0,0,1,0
593,Ryzen 3 4300G with Radeon Graphics,1903,650,377.5168000000001,4.485800000000005,94.4,27.47790000000002,2020,0,0,0,0,1,0
594,Radeon HD 7700-serie,1899,533,310.67540000000025,6.5195000000000025,114.69,19.060999999999996,2012,0,0,0,0,1,0
595,GeForce MX130,1895,195,705.1911000000001,1.900399999999999,43.75,40.29319999999996,2018,0,0,0,0,1,0
596,Radeon HD 8670D + HD 7700 Dual,1892,446,324.639,5.697400000000003,45.3,45.2944,2017,0,0,0,0,1,0
597,Quadro 5010M,1891,366,235.95,8.02,100.0,18.91,2011,0,0,0,0,0,1
598,GeForce MX230,1884,219,908.1230000000002,1.7129999999999992,57.72,31.574099999999984,2019,0,0,0,0,1,0
599,Radeon Pro WX 4130,1881,395,479.18539999999973,3.420700000000003,50.0,37.61,2017,0,0,1,0,0,0
600,FirePro 3D V7800,1867,562,599.99,3.11,138.0,13.53,2010,0,0,0,0,0,1
601,GeForce GTX 645,1858,432,255.66990000000024,7.3161999999999985,64.0,29.03,2013,1,0,0,0,0,0
602,GeForce 945A,1852,716,444.64520000000005,3.5722000000000054,91.31,29.160700000000023,2019,0,0,0,0,1,0
603,Intel Iris Plus,1850,316,1403.2737000000002,1.2204,66.12,26.839899999999975,2019,0,0,0,0,1,0
604,Radeon Vega 11,1847,509,406.5664000000002,4.372800000000007,62.66,35.58590000000002,2019,0,0,0,0,1,0
605,Radeon R9 M375X,1843,392,430.4889999999999,3.7504000000000053,49.49,36.783,2016,0,0,1,0,0,0
606,FirePro M5100 FireGL V,1839,867,867.0661000000006,1.944500000000001,152.25,24.414000000000016,2015,0,0,0,0,1,0
607,GRID M60-0B,1838,596,430.6561000000001,3.7732000000000046,68.48,34.66350000000001,2017,0,0,0,0,1,0
608,Radeon HD 8570D + HD 7700 Dual,1835,466,349.31830000000025,4.961400000000001,77.31,29.311400000000013,2014,0,0,0,0,1,0
609,MxGPU,1826,479,337.68670000000003,5.1707,57.89,35.356600000000014,2017,0,0,0,0,1,0
610,FirePro M6000,1820,776,325.99,5.58,166.69,12.247399999999992,2012,0,0,0,0,0,1
611,Ryzen 5 4500U with Radeon Graphics,1813,538,520.5545999999999,2.9764000000000035,71.36,31.57560000000001,2020,0,0,0,0,1,0
612,Matrox C900 PCIe x16,1812,761,320.4950000000003,5.347499999999999,92.66,26.900400000000026,2016,0,0,0,0,1,0
613,RadeonT RX 560X,1810,676,419.39289999999994,4.100300000000005,81.12,30.33280000000002,2019,0,0,0,0,1,0
614,GeForce GTX 555,1807,485,259.5924000000004,6.6934000000000005,150.0,12.05,2012,1,0,0,0,0,0
615,RadeonT 540X,1804,436,294.4009000000003,6.368800000000001,54.48,35.274800000000006,2020,0,0,0,0,1,0
616,Radeon Ryzen 5 4600U,1802,533,441.1197,3.430700000000004,71.03,31.388800000000007,2021,0,0,0,0,1,0
617,Radeon HD 8870M / R9 M270X / M370X,1800,679,316.8189000000004,5.444099999999999,101.17,24.6743,2014,0,0,0,0,1,0
618,Radeon RX Vega 11 Processor,1800,461,239.6130000000002,7.140700000000002,61.64,36.449900000000014,2021,0,0,0,0,1,0
619,Radeon Ryzen 5 4500U,1800,548,428.94200000000006,3.658900000000005,74.46,29.18960000000002,2021,0,0,0,0,1,0
620,Ryzen 3 PRO 4200G with Radeon Graphics,1799,705,335.7765000000002,5.1474,101.86,26.34860000000003,2021,0,0,0,0,1,0
621,Embedded Radeon E9173,1798,368,535.823,2.9227000000000034,50.02,39.16500000000002,2018,0,0,0,0,1,0
622,Intel Iris 650,1795,764,417.8488000000001,4.1097000000000055,94.17,31.426000000000023,2017,0,0,0,0,1,0
623,Radeon RX 540,1793,399,406.9094999999998,4.242100000000005,43.67,45.732699999999994,2017,1,0,0,0,0,0
624,Radeon HD 8670D + 7700 Dual,1789,572,344.68860000000024,4.935700000000002,97.68,23.76560000000001,2013,0,0,0,0,1,0
625,Ryzen 3 PRO 4200GE with Radeon Graphics,1784,587,420.3894000000001,3.9068000000000054,75.99,29.48510000000002,2020,0,0,0,0,1,0
626,GeForce GTX 670M,1775,321,644.934,2.192300000000002,75.0,23.67,2012,0,0,1,0,0,0
627,Intel UHD 750,1775,335,713.9575999999998,1.9290000000000007,59.7,31.32709999999999,2021,0,0,0,0,1,0
628,Intel Iris Plus 655,1772,368,531.8109000000001,2.9108000000000027,49.57,39.15810000000002,2018,0,0,0,0,1,0
629,GeForce GTX 650,1769,346,109.98,16.08,64.0,27.63,2012,1,0,0,0,0,0
630,Radeon Pro WX 2100,1755,398,372.70749999999987,4.197300000000004,35.0,50.15,2017,0,0,1,0,0,0
631,Radeon R9 M360,1753,445,254.5935999999999,6.909200000000002,42.97,43.499399999999994,2016,0,0,0,0,1,0
632,FirePro W600,1752,631,414.99,4.22,75.0,23.36,2013,0,0,0,0,0,1
633,Intel UHD P750,1744,495,273.62680000000023,6.4272,69.42,32.193300000000015,2021,0,0,0,0,1,0
634,Intel Iris Plus 645,1742,405,473.8382000000001,3.2563000000000035,50.67,39.03669999999999,2019,0,0,0,0,1,0
635,Radeon HD 5830,1735,382,258.99,6.7,175.0,9.91,2012,1,0,0,0,0,0
636,Ryzen 3 5400U with Radeon Graphics,1734,668,359.02490000000006,4.391100000000003,95.89,27.28060000000002,2021,0,0,0,0,1,0
637,Radeon RX Vega11,1717,448,335.4233000000002,4.963100000000001,49.67,37.112800000000014,2019,0,0,0,0,1,0
638,Radeon Ryzen 3 PRO 4200GE,1712,600,366.99869999999993,4.231900000000004,83.17,28.022600000000022,2021,0,0,0,0,1,0
639,Radeon HD 6900M,1710,345,150.1561999999998,10.209399999999999,76.24,25.66280000000001,2012,0,0,0,0,1,0
640,FirePro M6000 Mobility Pro,1709,320,937.6778000000007,1.6424000000000019,70.45,28.81390000000001,2013,0,0,0,0,1,0
641,Radeon Ryzen 5 PRO 4650U,1699,535,440.12940000000003,3.3261000000000034,66.69,33.6403,2021,0,0,0,0,1,0
642,Radeon HD 7750,1696,398,99.99,16.97,55.0,30.85,2012,1,0,0,0,0,0
643,Ryzen 5 PRO 4650U with Radeon Graphics,1696,526,515.5066999999999,3.061200000000003,64.62,34.0549,2020,0,0,0,0,1,0
644,Radeon RX Vega 10,1694,388,495.62280000000015,3.0898000000000025,50.27,38.338,2019,0,0,0,0,1,0
645,GeForce GTX 760M,1691,240,270.4603000000001,5.974799999999999,55.0,30.75,2013,0,0,1,0,0,0
646,Qualcomm Adreno 8cx Gen 3,1670,169,826.5322999999996,1.6183999999999998,57.31,30.951399999999985,2022,0,0,0,0,1,0
647,Radeon R7 M380,1669,534,368.54079999999993,4.177400000000005,65.63,35.34400000000002,2017,0,0,0,0,1,0
648,Radeon Vega 9,1669,442,336.3012000000002,4.885300000000002,48.74,37.003900000000016,2019,0,0,0,0,1,0
649,Intel Iris Pro P6300,1654,552,353.6913000000002,4.460600000000003,65.78,32.78940000000001,2016,0,0,0,0,1,0
650,Radeon HD HD7850M,1652,686,339.7183000000002,4.8542000000000005,103.48,25.376400000000004,2015,0,0,0,0,1,0
651,Radeon HD 8870M,1638,629,341.1607000000004,4.791700000000002,131.95,22.188999999999993,2014,0,0,1,0,0,0
652,Quadro K3000M,1626,360,407.56,3.99,75.0,21.68,2012,0,0,0,0,0,1
653,Radeon E8860,1626,528,207.22900000000004,7.660100000000003,53.71,38.41100000000002,2015,0,0,0,0,1,0
654,Ryzen 3 5300U with Radeon Graphics,1626,557,411.72589999999997,4.041500000000006,77.59,29.57350000000002,2021,0,0,0,0,1,0
655,Radeon R7 M465X,1624,440,294.3578000000001,6.084300000000002,44.67,42.876500000000036,2018,0,0,0,0,1,0
656,Ryzen 7 2700U with Radeon Vega,1617,442,303.01790000000017,6.063100000000002,45.62,40.84260000000003,2018,0,0,0,0,1,0
657,Quadro K2000D,1614,396,339.99,4.75,51.0,31.64,2013,0,0,0,0,0,1
658,Quadro P400,1614,427,201.17,8.02,30.0,53.8,2017,0,0,0,0,0,1
659,Radeon HD 6790,1613,370,294.0,5.49,150.0,10.75,2011,1,0,0,0,0,0
660,GeForce GT 755M,1610,306,680.7372000000001,1.8094000000000017,50.0,32.19,2013,0,0,1,0,0,0
661,Seria Radeon HD 7700,1604,201,424.6517000000001,3.625200000000003,36.52,42.29819999999999,2015,0,0,0,0,1,0
662,FirePro M4000,1597,410,72.83,21.92,103.61,18.674600000000012,2012,0,0,0,0,0,1
663,Radeon Ryzen 3 4300G,1596,588,390.94609999999994,4.117800000000005,80.82,28.67840000000002,2021,0,0,0,0,1,0
664,Radeon Vega 8,1593,421,126.86,12.56,45.87,51.73230000000002,2018,0,1,0,0,0,0
665,FirePro M4000 Mobility Pro,1591,466,297.46080000000006,5.880100000000003,52.73,32.41499999999999,2015,0,0,0,0,1,0
666,Intel UHD,1582,267,832.9679000000001,1.6333999999999995,56.85,30.0449,2018,0,0,0,0,1,0
667,Intel Iris Plus 650,1575,380,389.23339999999985,4.094300000000004,50.2,37.76220000000002,2017,0,0,1,0,0,0
668,Radeon R9 M275X / M375,1575,467,314.1298000000003,5.0747,50.0,31.5,2014,0,0,1,0,0,0
669,Quadro K2000,1567,371,294.0,5.33,51.0,30.72,2013,0,0,0,0,0,1
670,RadeonT RX 640,1565,220,920.7648000000003,1.6077999999999995,56.25,29.51549999999999,2021,0,0,0,0,1,0
671,GeForce GTX 550 Ti,1557,363,99.99,15.57,116.0,13.42,2012,1,0,0,0,0,0
672,Radeon Vega 10,1557,385,637.7401,2.168000000000001,52.45,34.58469999999999,2019,0,0,0,0,1,0
673,Ryzen 3 PRO 5450U with Radeon Graphics,1556,644,358.46990000000005,4.370400000000003,93.25,27.13040000000002,2021,0,0,0,0,1,0
674,Firepro W5170M,1555,399,319.8238000000002,4.9864,47.86,32.13419999999999,2015,0,0,0,1,0,0
675,Radeon HD 7560D + HD 6670 Dual,1555,652,333.8557000000004,4.9085,112.28,23.322999999999993,2014,0,0,0,0,1,0
676,Intel UHD 730,1553,330,824.9884999999999,1.6578000000000004,59.09,30.980299999999996,2021,0,0,0,0,1,0
677,Radeon RX Vega 8,1552,385,547.5841999999999,2.7942000000000013,48.02,39.99930000000002,2018,0,0,0,0,1,0
678,GeForce GTX 285,1550,117,119.99,12.92,204.0,7.6,2009,1,0,0,0,0,0
679,Radeon HD 8470D + HD 7500 Dual,1545,465,275.8452000000002,6.070500000000001,54.7,33.858600000000045,2018,0,0,0,0,1,0
680,Ryzen 3 PRO 4300U with Radeon Graphics,1543,539,569.3883,2.847800000000002,74.17,29.17030000000001,2020,0,0,0,0,1,0
681,FirePro W4100,1541,535,184.0,8.38,50.0,30.82,2014,0,0,0,0,0,1
682,FirePro V8700,1539,527,157.88,9.75,54.98,34.340300000000006,2015,0,0,0,0,1,0
683,Ryzen 3 PRO 4450U with Radeon Graphics,1538,562,514.5028,2.9841000000000024,74.36,29.01280000000002,2020,0,0,0,0,1,0
684,Radeon RX 640,1537,277,867.1903000000001,1.6460999999999997,50.0,30.73,2020,0,1,0,0,0,0
685,Radeon HD 4890,1533,103,89.99,17.04,190.0,8.07,2012,1,0,0,0,0,0
686,GeForce GT 740,1529,344,236.99,6.45,64.0,23.88,2014,1,0,0,0,0,0
687,FirePro W6150M,1515,314,1379.8975000000005,1.2066999999999994,64.31,25.79569999999998,2021,0,0,0,0,1,0
688,Quadro P500,1508,247,867.3012000000002,1.5582999999999994,55.49,28.372499999999988,2018,0,0,0,0,1,0
689,Radeon HD 7870M,1507,556,448.4560999999999,3.174400000000004,45.0,33.5,2012,0,0,1,0,0,0
690,Radeon Ryzen 3 PRO 4450U,1505,557,420.9502,3.659800000000004,78.01,28.701700000000024,2021,0,0,0,0,1,0
691,GeForce 940MX,1503,171,449.7348999999998,3.1144000000000034,37.48,47.41640000000001,2016,0,0,0,0,1,0
692,Ryzen 5 2500U with Radeon Vega,1503,388,461.8494000000003,3.138200000000002,48.67,36.54670000000002,2018,0,0,0,0,1,0
693,Radeon HD 6670 + 7660D Dual,1492,483,286.31070000000034,5.508799999999999,58.38,30.680100000000017,2015,0,0,0,0,1,0
694,Quadro 4000,1489,366,978.99,1.52,142.0,10.49,2010,0,0,0,0,0,1
695,Radeon HD 7660D + HD 6670 Dual,1485,515,301.21490000000017,5.4979999999999976,68.47,26.854200000000024,2014,0,0,0,0,1,0
696,Radeon R9 255,1485,395,344.16,4.31,61.33,27.294300000000007,2014,1,0,0,0,0,0
697,Radeon R9 M365X,1482,446,284.87609999999984,5.595199999999998,50.0,29.63,2017,0,0,1,0,0,0
698,GeForce MX110,1469,195,382.92570000000023,3.6886000000000028,38.58,48.25470000000002,2017,0,0,0,0,1,0
699,Radeon Vega 10 Mobile,1465,338,353.5427,4.236100000000002,47.2,41.62680000000003,2017,0,0,0,0,1,0
700,Radeon Ryzen 3 PRO 4350GE,1464,574,447.9047,3.1135000000000024,77.16,28.372300000000017,2021,0,0,0,0,1,0
701,Ryzen 5 PRO 4400GE with Radeon Graphics,1442,563,593.7676999999999,2.6049000000000007,77.37,27.571000000000012,2020,0,0,0,0,1,0
702,Radeon Vega 8 Mobile,1438,349,443.2816000000001,2.963300000000002,49.91,34.92910000000002,2017,0,0,0,0,1,0
703,Radeon HD 8470D + HD 6670 Dual,1436,512,431.4181999999995,3.1443000000000034,64.18,33.37320000000002,2017,0,0,0,0,1,0
704,GeForce 845M,1430,233,513.0297,2.7037000000000013,42.04,37.758199999999995,2015,0,0,1,0,0,0
705,Radeon 550X,1430,273,1080.9056000000005,1.5348999999999984,65.38,26.349099999999975,2019,0,0,0,0,1,0
706,Intel Iris Pro Graphics 6200,1429,563,451.87639999999993,2.9642000000000026,71.81,28.420600000000004,2015,0,0,0,0,1,0
707,Radeon HD 7560D + 7670 Dual,1426,445,205.53780000000015,6.3823000000000025,123.61,13.308199999999998,2012,0,0,0,0,1,0
708,Radeon R7 M370,1418,676,363.70180000000005,3.7900000000000027,94.38,26.476900000000015,2016,0,0,1,0,0,0
709,GeForce GTX 660M,1414,271,78.99,17.91,50.0,28.29,2012,0,0,1,0,0,0
710,Radeon Ryzen 5 4600GE,1412,467,530.2004999999999,2.588,64.29,30.684100000000008,2022,0,0,0,0,1,0
711,Radeon Pro WX 4170,1409,427,676.9047,1.8619000000000008,50.0,28.18,2019,0,0,1,0,0,0
712,Radeon Ryzen 3 PRO 5350G,1408,632,469.80819999999994,2.9110000000000014,90.81,26.449000000000016,2022,0,0,0,0,1,0
713,Radeon Ryzen 3 5300G,1406,643,478.4707999999999,2.8251000000000004,88.1,26.73050000000001,2021,0,0,0,0,1,0
714,GeForce GTX 275,1401,106,431.72,3.24,219.0,6.4,2012,1,0,0,0,0,0
715,Radeon 540X,1398,264,1181.389000000001,1.1898999999999995,64.52,25.196799999999975,2019,0,0,0,0,1,0
716,Radeon HD 4870,1391,72,79.99,17.39,150.0,9.27,2012,1,0,0,0,0,0
717,Radeon HD 7560D + HD 7670 Dual,1380,463,439.06540000000007,2.914200000000002,75.97,24.637600000000017,2014,0,0,0,0,1,0
718,Radeon R7 PRO A12-8870,1376,541,524.6588999999997,2.5587000000000004,67.48,31.46120000000001,2017,0,0,0,0,1,0
719,Radeon R9 M370X,1374,346,889.0,1.55,50.0,27.47,2015,0,0,1,0,0,0
720,Radeon HD 7850M,1373,566,508.9067999999997,2.723100000000001,40.0,34.32,2012,0,0,1,0,0,0
721,FirePro M40003,1364,652,370.20150000000024,3.6357000000000035,117.24,14.110100000000003,2012,0,0,0,0,1,0
722,Radeon HD 8670D + 6670 Dual,1361,568,458.1632,2.923700000000002,92.97,18.8708,2013,0,0,0,0,1,0
723,Radeon HD 5770,1351,328,189.99,7.11,108.0,12.51,2012,1,0,0,0,0,0
724,Quadro K2100M,1348,281,415.99,3.24,55.0,24.51,2013,0,0,0,0,0,1
725,Ryzen 3 4300U with Radeon Graphics,1348,493,586.8432999999998,2.483400000000001,75.31,27.026600000000013,2020,0,0,0,0,1,0
726,Radeon HD 7560D + HD 7700 Dual,1347,497,389.1567999999999,3.4637000000000033,73.35,26.8261,2015,0,0,0,0,1,0
727,Intel Iris 550,1344,307,862.1415000000004,1.6091000000000006,67.45,29.37089999999999,2016,0,0,0,0,1,0
728,FirePro W5130M,1341,307,862.1415000000004,1.6091000000000006,67.45,29.37089999999999,2016,0,0,0,0,1,0
729,FireStream 9270,1341,473,787.3839000000003,1.6381000000000008,160.0,8.38,2014,0,0,0,0,0,1
730,Intel Iris Plus 640,1333,343,474.82620000000026,2.760100000000001,50.22,34.75830000000001,2017,0,0,1,0,0,0
731,GeForce GTS 450,1321,303,79.99,16.52,106.0,12.47,2012,1,0,0,0,0,0
732,Radeon HD 8670D + HD 7600 Dual,1318,472,779.3106999999999,1.61,78.17,25.5174,2017,0,0,0,0,1,0
733,FirePro M5950,1314,574,763.0524,1.6038000000000008,169.4,7.954399999999998,2011,0,0,0,0,0,1
734,GeForce GT 750M,1313,239,396.6332000000002,3.4431000000000034,50.0,26.27,2013,0,0,1,0,0,0
735,Radeon R7 PRO A8-8670E,1310,442,477.9431999999997,2.7070000000000003,52.03,34.2507,2017,0,0,0,0,1,0
736,Radeon Ryzen 3 4300U,1310,486,657.5865999999996,1.8829,75.81,23.813100000000013,2021,0,0,0,0,1,0
737,Radeon HD 4870 X2,1309,565,581.8114999999997,2.568100000000003,286.0,4.58,2012,1,0,0,0,0,0
738,Quadro 4000M,1307,256,232.06,5.63,100.0,13.07,2011,0,0,0,0,0,1
739,Radeon HD 8790M,1306,751,455.59839999999997,2.944400000000002,135.19,18.0405,2014,0,0,1,0,0,0
740,Tesla M2070-Q,1306,444,461.95850000000013,2.906800000000002,79.28,24.09800000000001,2014,0,0,0,0,1,0
741,GeForce 930MX,1302,191,553.7139000000001,2.438400000000001,17.0,76.61,2016,0,0,1,0,0,0
742,TENSOR 1.0 Driver Intel HD 630,1300,873,952.8516000000012,1.7088999999999996,147.66,23.260600000000004,2019,0,0,0,0,1,0
743,Radeon Ryzen Embedded V2748,1296,503,685.7739999999998,1.7449000000000003,80.49,22.81970000000001,2021,0,0,0,0,1,0
744,Radeon Vega 6,1296,353,1799.99,0.72,61.8,27.784699999999976,2018,0,0,0,0,1,0
745,Intel UHD 630,1293,305,713.7772000000001,1.7036000000000007,56.63,28.98649999999999,2017,0,0,0,0,1,0
746,Radeon R7 A370,1281,742,450.32559999999995,2.801000000000002,109.59,26.18650000000001,2016,0,0,0,0,1,0
747,Radeon R7 A10-7870K,1280,273,478.0866,2.6226000000000016,50.72,30.989299999999993,2015,0,0,0,0,1,0
748,Radeon 540,1273,272,447.80380000000025,2.782900000000002,48.41,37.62530000000002,2017,0,0,0,0,1,0
749,FirePro 3D V8750,1272,542,1230.99,1.03,154.0,8.26,2009,0,0,0,0,0,1
750,FirePro V5900,1271,352,86.0,14.78,75.0,16.94,2011,0,0,0,0,0,1
751,GeForce GTX 560M,1266,243,216.04520000000014,5.4234,75.0,16.88,2011,0,0,1,0,0,0
752,Radeon HD 8570D + HD 6670 Dual,1261,537,393.7722000000002,3.299500000000003,89.64,18.920399999999997,2014,0,0,0,0,1,0
753,Radeon HD 7560D + HD 7600 Dual,1258,457,288.2886000000001,5.123700000000001,59.35,31.585200000000036,2017,0,0,0,0,1,0
754,Intel Iris 540,1257,327,355.5038000000002,3.5344000000000024,53.73,29.504000000000005,2015,0,0,0,0,1,0
755,Quadro FX 5800,1248,134,274.0,4.55,189.0,6.6,2009,0,0,0,0,0,1
756,Radeon 630,1245,223,1086.260300000001,1.1805999999999996,61.15,26.184599999999975,2020,0,0,0,0,1,0
757,Quadro 2000 D,1239,594,487.93249999999983,2.5552000000000024,157.03,7.863999999999999,2011,0,0,0,0,1,0
758,Radeon HD 8570D + 6570 Dual,1239,459,304.90280000000024,4.9654,80.05,21.099400000000006,2014,0,0,0,0,1,0
759,Radeon HD 7660D + 6670 Dual,1238,524,281.19210000000027,5.033899999999998,134.85,10.433699999999998,2012,0,0,0,0,1,0
760,Intel HD P630,1237,351,252.5434000000001,5.337999999999997,47.55,36.907400000000024,2017,0,0,0,0,1,0
761,Radeon HD 7560D + HD 6570 Dual,1237,528,289.48770000000025,5.0882,76.97,23.128600000000006,2014,0,0,0,0,1,0
762,GeForce GPU,1236,164,518.5343999999998,2.2955000000000014,43.14,34.12589999999998,2015,0,0,1,0,0,0
763,Radeon R7 + R5 340 Dual,1235,471,319.2035000000002,4.406100000000002,60.41,31.989400000000032,2017,0,0,0,0,1,0
764,FirePro 3D V5800,1232,339,204.0,6.04,74.0,16.65,2010,0,0,0,0,0,1
765,Radeon R7 + R7 250 Dual,1232,576,383.59070000000014,3.249100000000002,67.38,31.353800000000014,2016,0,0,0,0,1,0
766,Radeon HD 6770,1231,313,264.99,4.65,108.0,11.4,2011,1,0,0,0,0,0
767,Radeon HD 8670D + HD 6670 Dual,1222,541,414.6574,3.343400000000003,87.94,18.894599999999997,2014,0,0,0,0,1,0
768,GeForce GTX 260,1221,88,79.99,15.27,202.0,6.05,2012,1,0,0,0,0,0
769,Radeon HD 7730,1217,402,232.7,5.23,47.0,25.89,2015,1,0,0,0,0,0
770,Radeon HD 8790M / R9 M290X,1211,694,327.5940000000003,4.254900000000002,102.17,21.89869999999999,2015,0,0,0,0,1,0
771,FirePro 3D V8700,1206,515,170.07,7.09,151.0,7.99,2010,0,0,0,0,0,1
772,N16P-GX,1205,803,382.7711000000001,3.243000000000003,116.33,22.65239999999999,2015,0,0,0,0,1,0
773,Radeon HD 7660D + 7540D Dual,1204,547,376.7078000000002,3.233900000000003,106.82,15.878700000000007,2013,0,0,0,0,1,0
774,Radeon R9 M270X,1204,306,345.80810000000025,3.694600000000002,53.39,29.1827,2015,0,0,1,0,0,0
775,Intel HD P530,1202,277,318.50510000000037,4.114700000000003,50.27,28.9909,2015,0,0,0,0,1,0
776,GeForce GT 650M,1199,233,194.09060000000008,6.6394,45.0,26.64,2012,0,0,1,0,0,0
777,GeForce GTX 460M,1198,246,162.41789999999997,7.3400000000000025,50.0,23.95,2012,0,0,1,0,0,0
778,Radeon HD 7750M,1191,693,240.57070000000007,5.2296,28.0,42.55,2013,0,0,1,0,0,0
779,Radeon R7 +8G,1191,460,245.50340000000014,5.262300000000005,60.99,29.475900000000014,2016,0,0,0,0,1,0
780,FirePro V5800,1186,339,53.0,22.37,48.06,43.63089999999999,2016,0,0,0,0,1,0
781,Radeon Ryzen 3 5400U,1183,594,650.7841999999996,1.9318000000000004,78.44,23.76550000000001,2021,0,0,0,0,1,0
782,GeForce GT 640,1182,285,109.99,10.74,65.0,18.18,2011,1,0,0,0,0,0
783,GeForce GTX 280,1181,121,522.78,2.26,236.0,5.0,2012,1,0,0,0,0,0
784,GeForce 840A,1180,266,248.0372000000003,5.227299999999998,61.58,25.117800000000017,2014,0,0,0,0,1,0
785,GeForce GTX 295,1171,150,159.99,7.32,289.0,4.05,2009,1,0,0,0,0,0
786,Radeon R7 Opteron X3421,1169,328,216.5775,5.663100000000002,53.46,32.533400000000015,2017,0,0,0,0,1,0
787,FireStream 9250,1165,465,263.9136000000002,4.857699999999999,150.0,7.77,2013,0,0,0,0,0,1
788,Barco MXRT 5400,1161,457,203.0,5.72,65.13,27.660800000000016,2016,0,0,0,0,1,0
789,Intel Coffee Lake UHD,1158,918,831.0758000000004,1.6680000000000004,144.72,22.978199999999998,2017,0,0,0,0,1,0
790,Quadro K620M,1157,157,468.58469999999977,2.416000000000002,42.03,34.305799999999984,2015,0,0,0,0,1,0
791,Radeon HD 5750,1156,336,69.99,16.52,86.0,13.44,2012,1,0,0,0,0,0
792,Radeon R7 250,1151,296,189.97,6.06,75.0,15.34,2013,1,0,0,0,0,0
793,Radeon 625,1150,210,1170.9944000000012,1.0645,51.85,24.238799999999973,2020,0,0,0,0,1,0
794,GeForce 940A,1145,348,386.3869000000001,2.8353000000000033,55.39,30.1928,2015,0,0,0,0,1,0
795,GeForce GT 745A,1144,748,273.1347000000002,4.770599999999999,95.39,16.826299999999993,2013,0,0,0,0,1,0
